no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_income_ratio,asset_coverage_ratio,income_per_dependent,wealth_cibil_score,loan_status
0,1,1,5400000,21400000,8,721,38700000.0,3.962962962962963,1.808411214953271,5400000.0,27902700000.0,1
5,1,0,3100000,9400000,10,414,16300000.0,3.032258064516129,1.7340425531914894,516666.6666666667,6748200000.0,0
5,0,0,4800000,15500000,10,812,32300000.0,3.2291666666666665,2.0838709677419356,800000.0,26227600000.0,1
1,0,0,8800000,17500000,20,832,36800000.0,1.9886363636363635,2.1028571428571428,4400000.0,30617600000.0,1
2,1,0,4100000,14900000,12,571,27300000.0,3.6341463414634148,1.832214765100671,1366666.6666666667,15588300000.0,1
5,0,0,9700000,37000000,14,459,75000000.0,3.814432989690722,2.027027027027027,1616666.6666666667,34425000000.0,0
2,1,1,6400000,24100000,6,592,35000000.0,3.765625,1.4522821576763485,2133333.3333333335,20720000000.0,1
5,1,0,3400000,13100000,20,527,18000000.0,3.8529411764705883,1.3740458015267176,566666.6666666666,9486000000.0,0
4,0,0,3500000,10200000,12,333,25500000.0,2.914285714285714,2.5,700000.0,8491500000.0,0
3,0,0,3200000,10000000,18,532,15300000.0,3.125,1.53,800000.0,8139600000.0,0
2,1,1,4900000,13100000,18,754,35200000.0,2.673469387755102,2.687022900763359,1633333.3333333333,26540800000.0,1
0,1,1,1300000,4800000,4,835,4700000.0,3.6923076923076925,0.9791666666666666,1300000.0,3924500000.0,0
4,1,0,2500000,5400000,10,592,17700000.0,2.16,3.2777777777777777,500000.0,10478400000.0,1
0,1,0,7500000,27300000,20,553,46700000.0,3.64,1.7106227106227105,7500000.0,25825100000.0,1
2,1,0,700000,2000000,8,806,5600000.0,2.857142857142857,2.8,233333.33333333334,4513600000.0,1
4,1,1,8200000,28500000,2,378,55900000.0,3.475609756097561,1.96140350877193,1640000.0,21130200000.0,1
1,0,0,6900000,26200000,4,534,50700000.0,3.7971014492753623,1.9351145038167938,3450000.0,27073800000.0,1
1,0,1,1500000,5900000,16,400,12900000.0,3.933333333333333,2.1864406779661016,750000.0,5160000000.0,0
3,1,0,6300000,18300000,18,543,32400000.0,2.9047619047619047,1.7704918032786885,1575000.0,17593200000.0,0
0,0,1,8800000,25600000,10,715,71300000.0,2.909090909090909,2.78515625,8800000.0,50979500000.0,1
4,1,1,8900000,20700000,6,684,37400000.0,2.3258426966292136,1.8067632850241546,1780000.0,25581600000.0,1
3,0,1,2100000,6100000,8,346,13500000.0,2.9047619047619047,2.2131147540983607,525000.0,4671000000.0,0
1,1,1,9200000,29200000,6,669,57900000.0,3.1739130434782608,1.9828767123287672,4600000.0,38735100000.0,1
2,0,0,3600000,8000000,12,566,25100000.0,2.2222222222222223,3.1375,1200000.0,14206600000.0,1
0,0,1,8600000,23600000,2,361,63300000.0,2.744186046511628,2.6822033898305087,8600000.0,22851300000.0,0
5,1,0,3000000,8000000,6,333,14000000.0,2.6666666666666665,1.75,500000.0,4662000000.0,0
3,0,1,5200000,16300000,8,335,37400000.0,3.1346153846153846,2.294478527607362,1300000.0,12529000000.0,0
3,1,1,7200000,20400000,10,558,51000000.0,2.8333333333333335,2.5,1800000.0,28458000000.0,1
1,0,1,4000000,15600000,12,436,31200000.0,3.9,2.0,2000000.0,13603200000.0,0
1,0,0,2400000,5200000,2,371,19100000.0,2.1666666666666665,3.673076923076923,1200000.0,7086100000.0,0
2,0,1,5500000,18400000,10,515,33800000.0,3.3454545454545452,1.8369565217391304,1833333.3333333333,17407000000.0,0
0,0,1,9000000,24300000,10,599,49600000.0,2.7,2.0411522633744856,9000000.0,29710400000.0,1
0,0,1,7900000,24000000,20,728,63400000.0,3.037974683544304,2.6416666666666666,7900000.0,46155200000.0,1
2,0,1,6200000,21600000,20,679,54700000.0,3.4838709677419355,2.5324074074074074,2066666.6666666667,37141300000.0,1
3,1,1,7900000,29200000,4,399,65800000.0,3.6962025316455698,2.2534246575342465,1975000.0,26254200000.0,1
3,0,0,1200000,4500000,6,819,7800000.0,3.75,1.7333333333333334,300000.0,6388200000.0,1
1,1,0,4700000,11700000,6,308,31700000.0,2.4893617021276597,2.7094017094017095,2350000.0,9763600000.0,0
5,1,1,5900000,15600000,2,730,39100000.0,2.6440677966101696,2.5064102564102564,983333.3333333334,28543000000.0,1
4,0,1,1400000,5100000,14,312,9600000.0,3.642857142857143,1.8823529411764706,280000.0,2995200000.0,0
3,0,1,4700000,12800000,16,740,28600000.0,2.723404255319149,2.234375,1175000.0,21164000000.0,1
5,1,1,7600000,20000000,10,522,47600000.0,2.6315789473684212,2.38,1266666.6666666667,24847200000.0,0
4,1,0,7200000,16900000,4,702,54600000.0,2.3472222222222223,3.230769230769231,1440000.0,38329200000.0,1
4,0,1,1400000,4300000,16,447,11100000.0,3.0714285714285716,2.5813953488372094,280000.0,4961700000.0,0
5,1,0,1400000,2900000,4,829,8400000.0,2.0714285714285716,2.896551724137931,233333.33333333334,6963600000.0,1
2,1,0,7900000,18500000,18,727,59300000.0,2.3417721518987342,3.2054054054054055,2633333.3333333335,43111100000.0,1
5,0,1,7600000,18700000,14,509,42900000.0,2.460526315789474,2.2941176470588234,1266666.6666666667,21836100000.0,0
3,1,1,9600000,34200000,2,745,44200000.0,3.5625,1.2923976608187135,2400000.0,32929000000.0,1
1,0,0,2300000,6600000,18,513,16100000.0,2.869565217391304,2.4393939393939394,1150000.0,8259300000.0,0
2,0,0,8100000,18500000,6,372,68200000.0,2.2839506172839505,3.6864864864864866,2700000.0,25370400000.0,0
2,1,1,300000,700000,4,411,1900000.0,2.3333333333333335,2.7142857142857144,100000.0,780900000.0,0
4,1,0,4700000,10800000,20,495,39600000.0,2.297872340425532,3.6666666666666665,940000.0,19602000000.0,0
5,0,0,1100000,2500000,4,827,8100000.0,2.272727272727273,3.24,183333.33333333334,6698700000.0,1
4,0,0,8600000,25100000,6,820,53700000.0,2.9186046511627906,2.139442231075697,1720000.0,44034000000.0,1
5,1,1,8700000,28100000,10,660,62300000.0,3.2298850574712645,2.2170818505338077,1450000.0,41118000000.0,1
0,0,0,2200000,8600000,4,563,9100000.0,3.909090909090909,1.058139534883721,2200000.0,5123300000.0,1
1,0,1,500000,1400000,10,883,2900000.0,2.8,2.0714285714285716,250000.0,2560700000.0,1
0,0,1,9100000,22000000,12,387,79600000.0,2.4175824175824174,3.618181818181818,9100000.0,30805200000.0,0
1,1,0,2200000,8700000,12,613,10400000.0,3.9545454545454546,1.1954022988505748,1100000.0,6375200000.0,1
0,0,1,2200000,8000000,14,335,16300000.0,3.6363636363636362,2.0375,2200000.0,5460500000.0,0
1,1,1,9600000,34500000,2,795,51700000.0,3.59375,1.4985507246376812,4800000.0,41101500000.0,1
1,1,1,6500000,13900000,8,369,35400000.0,2.1384615384615384,2.5467625899280577,3250000.0,13062600000.0,0
4,1,1,2400000,7400000,18,888,15100000.0,3.0833333333333335,2.0405405405405403,480000.0,13408800000.0,1
4,0,0,5500000,12300000,6,742,39700000.0,2.2363636363636363,3.227642276422764,1100000.0,29457400000.0,1
0,1,0,5000000,14400000,4,874,30300000.0,2.88,2.1041666666666665,5000000.0,26482200000.0,1
1,1,0,2700000,8100000,16,691,15800000.0,3.0,1.9506172839506173,1350000.0,10917800000.0,1
3,0,1,8500000,30300000,12,762,40600000.0,3.5647058823529414,1.33993399339934,2125000.0,30937200000.0,1
1,1,0,4400000,10700000,18,324,23600000.0,2.4318181818181817,2.205607476635514,2200000.0,7646400000.0,0
4,0,0,500000,1800000,20,777,2700000.0,3.6,1.5,100000.0,2097900000.0,1
0,1,0,8300000,21400000,2,662,53100000.0,2.5783132530120483,2.4813084112149535,8300000.0,35152200000.0,1
2,0,1,6000000,13000000,12,462,24800000.0,2.1666666666666665,1.9076923076923078,2000000.0,11457600000.0,0
3,0,1,4000000,10400000,14,609,25300000.0,2.6,2.4326923076923075,1000000.0,15407700000.0,1
5,1,1,4400000,11700000,20,590,21400000.0,2.659090909090909,1.829059829059829,733333.3333333334,12626000000.0,1
3,1,1,4400000,15800000,18,779,31100000.0,3.590909090909091,1.9683544303797469,1100000.0,24226900000.0,1
2,1,1,1900000,5000000,14,641,9800000.0,2.6315789473684212,1.96,633333.3333333334,6281800000.0,1
0,1,1,5000000,18400000,12,752,35600000.0,3.68,1.934782608695652,5000000.0,26771200000.0,1
0,1,0,8000000,23700000,10,305,63000000.0,2.9625,2.6582278481012658,8000000.0,19215000000.0,0
4,0,0,8200000,20700000,10,546,53400000.0,2.524390243902439,2.579710144927536,1640000.0,29156400000.0,0
2,1,0,7000000,24200000,8,833,53000000.0,3.4571428571428573,2.190082644628099,2333333.3333333335,44149000000.0,1
2,0,0,2400000,8800000,18,421,12800000.0,3.6666666666666665,1.4545454545454546,800000.0,5388800000.0,0
5,1,0,6600000,18800000,4,639,33700000.0,2.8484848484848486,1.7925531914893618,1100000.0,21534300000.0,1
3,1,0,3200000,6900000,20,735,17500000.0,2.15625,2.536231884057971,800000.0,12862500000.0,1
0,0,1,2600000,5400000,2,377,13800000.0,2.076923076923077,2.5555555555555554,2600000.0,5202600000.0,0
3,0,0,6900000,15600000,20,310,33300000.0,2.260869565217391,2.1346153846153846,1725000.0,10323000000.0,0
4,1,0,4800000,14000000,2,695,33000000.0,2.9166666666666665,2.357142857142857,960000.0,22935000000.0,1
1,0,1,300000,1200000,4,355,2000000.0,4.0,1.6666666666666667,150000.0,710000000.0,1
1,0,1,4300000,14100000,12,525,22800000.0,3.2790697674418605,1.6170212765957446,2150000.0,11970000000.0,0
5,0,0,700000,2400000,20,330,5000000.0,3.4285714285714284,2.0833333333333335,116666.66666666667,1650000000.0,0
5,1,0,9400000,25800000,14,625,85500000.0,2.74468085106383,3.313953488372093,1566666.6666666667,53437500000.0,1
3,0,1,800000,2900000,10,644,4400000.0,3.625,1.5172413793103448,200000.0,2833600000.0,1
5,0,0,4400000,14900000,4,865,32800000.0,3.3863636363636362,2.2013422818791946,733333.3333333334,28372000000.0,1
1,1,1,4700000,14800000,6,661,34500000.0,3.148936170212766,2.331081081081081,2350000.0,22804500000.0,1
2,0,0,2300000,5000000,8,884,10700000.0,2.1739130434782608,2.14,766666.6666666666,9458800000.0,1
5,1,1,8500000,26700000,10,803,51100000.0,3.1411764705882352,1.9138576779026217,1416666.6666666667,41033300000.0,1
2,1,0,7600000,28300000,12,800,57900000.0,3.723684210526316,2.045936395759717,2533333.3333333335,46320000000.0,1
2,1,0,3200000,12600000,18,796,21300000.0,3.9375,1.6904761904761905,1066666.6666666667,16954800000.0,1
4,0,0,2400000,5000000,4,716,12600000.0,2.0833333333333335,2.52,480000.0,9021600000.0,1
0,1,1,500000,1100000,18,479,4400000.0,2.2,4.0,500000.0,2107600000.0,0
3,0,1,8500000,28300000,2,810,58700000.0,3.3294117647058825,2.0742049469964665,2125000.0,47547000000.0,1
0,1,1,8900000,20900000,18,568,57500000.0,2.348314606741573,2.751196172248804,8900000.0,32660000000.0,1
0,1,0,2800000,5600000,8,842,9300000.0,2.0,1.6607142857142858,2800000.0,7830600000.0,1
3,0,1,2900000,7000000,4,806,20200000.0,2.413793103448276,2.8857142857142857,725000.0,16281200000.0,1
1,1,1,4900000,17700000,8,722,35900000.0,3.6122448979591835,2.0282485875706215,2450000.0,25919800000.0,1
5,0,0,9600000,20700000,14,442,75600000.0,2.15625,3.652173913043478,1600000.0,33415200000.0,0
3,1,1,3300000,9800000,6,360,20500000.0,2.9696969696969697,2.0918367346938775,825000.0,7380000000.0,0
3,0,0,2800000,5900000,4,461,13700000.0,2.107142857142857,2.3220338983050848,700000.0,6315700000.0,0
2,1,0,7800000,22200000,10,735,44200000.0,2.8461538461538463,1.990990990990991,2600000.0,32487000000.0,1
4,1,1,2500000,8400000,12,761,17600000.0,3.36,2.0952380952380953,500000.0,13393600000.0,1
0,1,0,4400000,10600000,20,653,33600000.0,2.409090909090909,3.169811320754717,4400000.0,21940800000.0,1
0,0,0,7900000,30800000,4,726,48900000.0,3.8987341772151898,1.5876623376623376,7900000.0,35501400000.0,1
1,1,0,8900000,22600000,18,617,63500000.0,2.539325842696629,2.809734513274336,4450000.0,39179500000.0,1
0,1,0,5600000,13400000,2,460,26400000.0,2.392857142857143,1.9701492537313432,5600000.0,12144000000.0,0
1,0,0,1400000,3300000,8,306,7500000.0,2.357142857142857,2.272727272727273,700000.0,2295000000.0,0
5,1,1,500000,1400000,4,471,2200000.0,2.8,1.5714285714285714,83333.33333333333,1036200000.0,0
1,1,1,5100000,15300000,4,628,30500000.0,3.0,1.9934640522875817,2550000.0,19154000000.0,1
3,1,0,9800000,25600000,10,404,79600000.0,2.6122448979591835,3.109375,2450000.0,32158400000.0,0
2,1,1,8600000,21600000,16,804,49600000.0,2.511627906976744,2.2962962962962963,2866666.6666666665,39878400000.0,1
3,0,0,1600000,3900000,20,804,7400000.0,2.4375,1.8974358974358974,400000.0,5949600000.0,1
1,0,1,2500000,6700000,2,502,16800000.0,2.68,2.5074626865671643,1250000.0,8433600000.0,0
0,1,0,9500000,22600000,6,861,72500000.0,2.3789473684210525,3.2079646017699117,9500000.0,62422500000.0,1
2,0,1,3000000,7800000,14,555,20600000.0,2.6,2.641025641025641,1000000.0,11433000000.0,1
0,0,0,5100000,13600000,18,351,27400000.0,2.6666666666666665,2.014705882352941,5100000.0,9617400000.0,0
2,0,1,7600000,23600000,6,358,56100000.0,3.1052631578947367,2.3771186440677967,2533333.3333333335,20083800000.0,0
5,1,0,8800000,18800000,14,836,65500000.0,2.1363636363636362,3.484042553191489,1466666.6666666667,54758000000.0,1
4,0,1,1100000,2900000,4,554,9500000.0,2.6363636363636362,3.2758620689655173,220000.0,5263000000.0,1
3,1,0,8700000,30500000,2,443,46300000.0,3.5057471264367814,1.518032786885246,2175000.0,20510900000.0,1
5,0,0,6100000,23600000,4,725,42900000.0,3.8688524590163933,1.8177966101694916,1016666.6666666666,31102500000.0,1
2,0,1,1900000,7000000,14,818,14900000.0,3.6842105263157894,2.1285714285714286,633333.3333333334,12188200000.0,1
1,0,0,9900000,38700000,6,670,74300000.0,3.909090909090909,1.9198966408268734,4950000.0,49781000000.0,1
0,1,0,5800000,21100000,6,414,31900000.0,3.6379310344827585,1.5118483412322274,5800000.0,13206600000.0,0
2,0,1,9500000,37000000,8,887,71000000.0,3.8947368421052633,1.9189189189189189,3166666.6666666665,62977000000.0,1
3,1,1,7900000,26600000,12,409,49700000.0,3.367088607594937,1.868421052631579,1975000.0,20327300000.0,0
1,0,1,1300000,4500000,14,679,10100000.0,3.4615384615384617,2.2444444444444445,650000.0,6857900000.0,1
4,1,1,700000,2600000,18,478,3600000.0,3.7142857142857144,1.3846153846153846,140000.0,1720800000.0,0
3,1,0,600000,1200000,2,752,4600000.0,2.0,3.8333333333333335,150000.0,3459200000.0,1
0,1,0,9400000,33000000,4,616,53300000.0,3.5106382978723403,1.6151515151515152,9400000.0,32832800000.0,1
2,0,1,3800000,12500000,14,842,30300000.0,3.289473684210526,2.424,1266666.6666666667,25512600000.0,1
3,1,1,7800000,26300000,20,840,41900000.0,3.371794871794872,1.5931558935361216,1950000.0,35196000000.0,1
3,1,1,7800000,27700000,6,430,41400000.0,3.551282051282051,1.4945848375451263,1950000.0,17802000000.0,0
4,0,0,2700000,7000000,4,351,14400000.0,2.5925925925925926,2.057142857142857,540000.0,5054400000.0,0
5,0,0,600000,2300000,4,347,2100000.0,3.8333333333333335,0.9130434782608695,100000.0,728700000.0,0
3,0,1,8000000,28800000,10,576,54500000.0,3.6,1.8923611111111112,2000000.0,31392000000.0,1
0,0,1,4000000,11000000,8,799,29400000.0,2.75,2.672727272727273,4000000.0,23490600000.0,1
1,0,1,3300000,10800000,2,550,25500000.0,3.272727272727273,2.361111111111111,1650000.0,14025000000.0,1
2,1,0,5800000,13300000,4,878,36900000.0,2.293103448275862,2.774436090225564,1933333.3333333333,32398200000.0,1
3,1,1,2400000,4800000,12,895,17700000.0,2.0,3.6875,600000.0,15841500000.0,1
4,0,0,7600000,29700000,6,603,44900000.0,3.9078947368421053,1.5117845117845117,1520000.0,27074700000.0,1
2,0,1,2500000,6900000,12,325,17400000.0,2.76,2.5217391304347827,833333.3333333334,5655000000.0,0
2,1,0,3300000,11800000,4,393,18800000.0,3.5757575757575757,1.5932203389830508,1100000.0,7388400000.0,1
3,1,0,9800000,30300000,2,612,53000000.0,3.0918367346938775,1.7491749174917492,2450000.0,32436000000.0,1
0,1,1,1000000,3800000,8,553,6900000.0,3.8,1.8157894736842106,1000000.0,3815700000.0,1
0,0,1,2500000,8800000,14,389,20800000.0,3.52,2.3636363636363638,2500000.0,8091200000.0,0
0,1,0,1900000,6800000,4,782,10800000.0,3.5789473684210527,1.588235294117647,1900000.0,8445600000.0,1
3,1,0,3100000,8500000,12,493,27800000.0,2.7419354838709675,3.2705882352941176,775000.0,13705400000.0,0
5,1,1,6000000,11900000,2,629,25900000.0,1.9833333333333334,2.176470588235294,1000000.0,16291100000.0,1
5,0,0,6500000,21600000,10,419,41400000.0,3.3230769230769233,1.9166666666666667,1083333.3333333333,17346600000.0,0
2,0,1,5900000,15800000,2,444,44400000.0,2.6779661016949152,2.810126582278481,1966666.6666666667,19713600000.0,0
5,0,1,6500000,15800000,16,301,43600000.0,2.4307692307692306,2.759493670886076,1083333.3333333333,13123600000.0,0
0,1,1,3800000,11200000,20,479,24900000.0,2.9473684210526314,2.2232142857142856,3800000.0,11927100000.0,0
3,0,1,3000000,11400000,10,424,18400000.0,3.8,1.6140350877192982,750000.0,7801600000.0,0
0,1,0,4300000,16900000,18,469,24200000.0,3.9302325581395348,1.4319526627218935,4300000.0,11349800000.0,0
4,0,1,3500000,8300000,2,897,27800000.0,2.3714285714285714,3.3493975903614457,700000.0,24936600000.0,1
3,0,0,300000,500000,2,477,2100000.0,1.6666666666666667,4.2,75000.0,1001700000.0,0
3,0,1,600000,1400000,16,509,4200000.0,2.3333333333333335,3.0,150000.0,2137800000.0,0
0,1,1,800000,1700000,4,752,7000000.0,2.125,4.117647058823529,800000.0,5264000000.0,1
0,0,1,5600000,19100000,14,875,44200000.0,3.4107142857142856,2.3141361256544504,5600000.0,38675000000.0,1
2,0,1,1800000,3600000,4,343,12200000.0,2.0,3.388888888888889,600000.0,4184600000.0,0
0,1,0,6800000,20800000,20,819,63100000.0,3.0588235294117645,3.0336538461538463,6800000.0,51678900000.0,1
2,1,1,4200000,16800000,2,433,21100000.0,4.0,1.255952380952381,1400000.0,9136300000.0,1
1,0,1,200000,400000,6,768,1000000.0,2.0,2.5,100000.0,768000000.0,1
2,1,1,8500000,31800000,6,714,50100000.0,3.7411764705882353,1.5754716981132075,2833333.3333333335,35771400000.0,1
2,0,1,2800000,10100000,16,531,17100000.0,3.607142857142857,1.693069306930693,933333.3333333334,9080100000.0,0
0,1,1,3600000,8600000,6,529,23300000.0,2.388888888888889,2.7093023255813953,3600000.0,12325700000.0,0
1,0,0,6200000,19500000,20,448,40800000.0,3.1451612903225805,2.0923076923076924,3100000.0,18278400000.0,0
1,1,0,2700000,10000000,2,584,20300000.0,3.7037037037037037,2.03,1350000.0,11855200000.0,1
1,1,0,6800000,22900000,4,501,35000000.0,3.3676470588235294,1.5283842794759825,3400000.0,17535000000.0,1
2,0,0,6300000,24500000,18,848,40100000.0,3.888888888888889,1.636734693877551,2100000.0,34004800000.0,1
4,0,0,8800000,19100000,6,586,59400000.0,2.1704545454545454,3.1099476439790577,1760000.0,34808400000.0,1
1,1,0,5900000,13000000,2,386,37100000.0,2.2033898305084745,2.853846153846154,2950000.0,14320600000.0,0
5,0,1,9800000,37900000,18,301,52100000.0,3.86734693877551,1.3746701846965699,1633333.3333333333,15682100000.0,0
2,1,0,3300000,8300000,6,653,20700000.0,2.515151515151515,2.4939759036144578,1100000.0,13517100000.0,1
4,1,1,300000,500000,14,448,1700000.0,1.6666666666666667,3.4,60000.0,761600000.0,0
1,0,1,4800000,11600000,16,696,29100000.0,2.4166666666666665,2.5086206896551726,2400000.0,20253600000.0,1
1,1,0,7500000,28300000,16,707,33800000.0,3.7733333333333334,1.1943462897526502,3750000.0,23896600000.0,1
2,0,0,8600000,21700000,4,429,53200000.0,2.5232558139534884,2.4516129032258065,2866666.6666666665,22822800000.0,0
4,0,0,8900000,21100000,6,631,36400000.0,2.3707865168539324,1.7251184834123223,1780000.0,22968400000.0,1
5,0,1,9600000,29600000,4,446,76200000.0,3.0833333333333335,2.574324324324324,1600000.0,33985200000.0,1
0,1,1,7700000,18100000,18,705,41300000.0,2.3506493506493507,2.281767955801105,7700000.0,29116500000.0,1
3,0,1,7000000,15200000,2,709,47500000.0,2.1714285714285713,3.125,1750000.0,33677500000.0,1
4,0,1,7800000,19500000,14,739,35700000.0,2.5,1.8307692307692307,1560000.0,26382300000.0,1
3,1,0,5100000,11000000,6,336,30600000.0,2.156862745098039,2.7818181818181817,1275000.0,10281600000.0,0
4,1,0,9400000,32600000,4,898,54400000.0,3.4680851063829787,1.6687116564417177,1880000.0,48851200000.0,1
4,0,1,600000,2100000,6,558,4800000.0,3.5,2.2857142857142856,120000.0,2678400000.0,1
3,1,0,5100000,13300000,4,589,40200000.0,2.607843137254902,3.0225563909774436,1275000.0,23677800000.0,1
2,1,1,3800000,14400000,2,301,13700000.0,3.789473684210526,0.9513888888888888,1266666.6666666667,4123700000.0,0
2,0,1,5300000,21200000,14,516,35800000.0,4.0,1.6886792452830188,1766666.6666666667,18472800000.0,0
5,0,0,1100000,3600000,12,315,6500000.0,3.272727272727273,1.8055555555555556,183333.33333333334,2047500000.0,0
3,0,0,6400000,14400000,10,546,46900000.0,2.25,3.2569444444444446,1600000.0,25607400000.0,0
0,0,1,5100000,14500000,14,559,30400000.0,2.843137254901961,2.0965517241379312,5100000.0,16993600000.0,1
3,1,1,5300000,16900000,2,350,40000000.0,3.188679245283019,2.366863905325444,1325000.0,14000000000.0,1
